"Reporting Starts","Reporting Ends","Ad Name","Ad Delivery",Bid,"Bid Type","Ad Set Budget","Ad Set Budget Type","Amount Spent (USD)",Ends,"Website Purchases","Website Purchase ROAS (Return on Ad Spend)",Starts,"Campaign ID","Ad Set ID","Ad ID",Reach,Frequency,Impressions,"Ad Set Delivery","Clicks (All)","CPC (All) (USD)","CTR (All)","CPM (Cost per 1,000 Impressions) (USD)","Cost per 1,000 People Reached (USD)",ThruPlays,"Video Plays at 25%","Video Plays at 50%","Video Plays at 75%","Video Average Play Time","Video Plays","CTR (Link Click-Through Rate)","Unique CTR (Link Click-Through Rate)","Unique CTR (All)","CPC (Cost per Link Click) (USD)","Cost per Unique Link Click (USD)","Campaign Name","Ad Set Name"
2015-06-15,2021-03-08,"11.26_Prospecting_Prospecting_Cyber Monday 2018 V3 Static_Static",not_delivering,0,ABSOLUTE_OCPM,2500,Daily,8499.49,2018-12-02,179,1.65606407,2018-11-26,6048898046142,6108729035742,6108729036142,576372,1.2858726655702,741141,not_delivering,2303,3.69061659,0.31073709,11.4681147,14.74653522,,,,,00:00:00,,0.24435296387597,0.30327635624215,0.38863789,4.69325787,4.86240847,DR_Prospecting_2018,"X_Cyber Week 2018_Prospecting_Top Performing Interests_INT_oCPM"
2015-06-15,2021-03-08,"11.26_Prospecting_Prospecting_Cyber Monday 2018 V2 Static_Static",not_delivering,0,ABSOLUTE_OCPM,2500,Daily,9683.75,2018-12-02,209,1.67376275,2018-11-26,6048898046142,6108729035742,6108729037542,785124,1.3360972279538,1049002,not_delivering,2810,3.44617438,0.26787366,9.23139327,12.33403895,,,,,00:00:00,,0.2019061927432,0.25893998909726,0.34911683,4.57211992,4.76328087,DR_Prospecting_2018,"X_Cyber Week 2018_Prospecting_Top Performing Interests_INT_oCPM"
2015-06-15,2021-03-08,"11.26_Prospecting_Prospecting_Cyber Monday 2018 V1 Static_Static",inactive,0,ABSOLUTE_OCPM,2500,Daily,161.1,2018-12-02,1,0.91868405,2018-11-26,6048898046142,6108729035742,6108729037942,22529,1,22529,not_delivering,55,2.92909091,0.24412979,7.15078343,7.15078343,,,,,00:00:00,,0.21305872431089,0.2041812774646,0.23525234,3.35625,3.50217391,DR_Prospecting_2018,"X_Cyber Week 2018_Prospecting_Top Performing Interests_INT_oCPM"
2015-06-15,2021-03-08,"11.21_Prospecting_Prospecting_Black Friday 2018 OFFER AD GIF_GIF",inactive,0,ABSOLUTE_OCPM,400,Daily,3016,2018-11-25,50,1.92433687,2018-11-21,6048898046142,6109237533742,6109237533542,65485,1.6857448270596,110391,inactive,1090,2.76697248,0.98739934,27.32106784,46.05634878,20099,77315,47102,29269,00:00:02,84666,0.47558224855287,0.7329922883103,1.42628083,5.7447619,6.28333333,DR_Prospecting_2018,"X_Black Friday 2018 OFFER AD_Prospecting_1% LAL Bundle_LAL_oCPM"
2015-06-15,2021-03-08,"11.21_Prospecting_Prospecting_Black Friday 2018 OFFER AD GIF_GIF",not_delivering,0,ABSOLUTE_OCPM,300,Daily,1367.9,2018-11-25,18,1.29391768,2018-11-21,6048898046142,6109237533942,6109237534142,40734,1.363529238474,55542,inactive,471,2.90424628,0.84800691,24.62820928,33.58128345,9338,35466,21356,13355,00:00:02,38944,0.42670411580426,0.54499926351451,1.02371483,5.77172996,6.16171171,DR_Prospecting_2018,"X_Black Friday 2018 OFFER AD_Prospecting_Top Performing Interest_INT_oCPM"
2015-06-15,2021-03-08,"11.26_Prospecting_Prospecting_Cyber Monday 2018 Offer Ad_GIF_GIF",not_delivering,0,ABSOLUTE_OCPM,400,Daily,7815.03,2018-12-02,117,1.51985981,2018-11-26,6048898046142,6109238281142,6109238280742,128990,2.3881696255524,308050,not_delivering,3601,2.17023882,1.16896608,25.36935562,60.58632452,4254,31629,12121,6673,00:00:01,254979,0.69047232592112,1.4357702147453,2.23738274,3.6742031,4.21977862,DR_Prospecting_2018,"X_Cyber Week 2018 OFFER AD_Prospecting_Top Performing Interest_INT_oCPM"
2015-06-15,2021-03-08,"11.26_Prospecting_Prospecting_Cyber Monday 2018 Offer Ad_GIF_GIF",not_delivering,0,ABSOLUTE_OCPM,1600,Daily,12218.88,2018-12-02,180,1.57153929,2018-11-26,6048898046142,6109238280942,6109238281542,230074,2.2193163938559,510607,not_delivering,5085,2.40292625,0.99587354,23.93010672,53.10847814,6928,51599,19388,10599,00:00:01,425214,0.63277628391307,1.2396011717969,1.8385389,3.78176416,4.28431978,DR_Prospecting_2018,"X_Cyber Week 2018 OFFER AD_Prospecting_1% LAL Bundle_LAL_oCPM"
2015-06-15,2021-03-08,"11.21_Prospecting_Prospecting_Black Friday 2018 GIF_GIF",not_delivering,0,ABSOLUTE_OCPM,200,Daily,191.32,Ongoing,3,1.43215555,2018-11-23,6048898046142,6109571698942,6109571699342,9554,1.0930500314005,10443,inactive,42,4.5552381,0.40218328,18.32040601,20.02512037,1705,4550,3569,2380,00:00:01,7295,0.13406109355549,0.14653548252041,0.42913963,13.66571429,13.66571429,DR_Prospecting_2018,"X_Black Friday 2018_Prospecting_2X Purchasers 1%_LAL_oCPM"
2015-06-15,2021-03-08,"11.21_Prospecting_Prospecting_Black Friday 2018 GIF_GIF",not_delivering,0,ABSOLUTE_OCPM,200,Daily,111.62,Ongoing,1,0.35835872,2018-11-23,6048898046142,6109571699142,6109571699542,11048,1.0728638667632,11853,inactive,39,2.86205128,0.32903063,9.41702523,10.1031861,1443,4375,3166,2058,00:00:01,9171,0.10124019235637,0.1086169442433,0.34395366,9.30166667,9.30166667,DR_Prospecting_2018,"X_Black Friday 2018_Prospecting_Shopping Cart Abandoners 1%_LAL_oCPM"
2015-06-15,2021-03-08,"11.21_Prospecting_Prospecting_Black Friday 2018 Static_Static",not_delivering,0,ABSOLUTE_OCPM,200,Daily,239.12,Ongoing,10,5.40523586,2018-11-23,6048898046142,6109571698942,6109571699742,14175,1.0743562610229,15229,inactive,52,4.59846154,0.34145381,15.70162191,16.8691358,,,,,00:00:00,,0.19042616061462,0.19753086419753,0.35978836,8.24551724,8.54,DR_Prospecting_2018,"X_Black Friday 2018_Prospecting_2X Purchasers 1%_LAL_oCPM"
2015-06-15,2021-03-08,"11.21_Prospecting_Prospecting_Black Friday 2018 Static_Static",not_delivering,0,ABSOLUTE_OCPM,200,Daily,317.89,Ongoing,11,4.00452987,2018-11-23,6048898046142,6109571699142,6109571699942,34040,1.0370152761457,35300,inactive,119,2.67134454,0.33711048,9.00538244,9.33871915,,,,,00:00:00,,0.20396600566572,0.20564042303173,0.34077556,4.41513889,4.54128571,DR_Prospecting_2018,"X_Black Friday 2018_Prospecting_Shopping Cart Abandoners 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,220,Daily,193.51,2019-01-02,,,2018-11-09,6048898046142,6108284951542,6109786990342,7490,1.2245660881175,9172,not_delivering,36,5.37527778,0.39249891,21.09790667,25.83578104,,,,,00:00:00,,0.28347143480157,0.2803738317757,0.42723632,7.44269231,9.2147619,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Current Customers LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,45,Daily,46,2018-12-31,1,0.65217391,2018-10-22,6048898046142,6106782017742,6109787125142,1805,1.2792243767313,2309,inactive,14,3.28571429,0.60632308,19.92204417,25.48476454,,,,,00:00:00,,0.25985275010827,0.27700831024931,0.66481994,7.66666667,9.2,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Estee Lauder_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,40,Daily,158.18,Ongoing,2,1.1249842,2018-08-01,6048898046142,6100114953742,6109787125342,4177,1.7435958822121,7283,not_delivering,73,2.16684932,1.0023342,21.71907181,37.86928418,,,,,00:00:00,,0.28834271591377,0.47881254488868,1.65190328,7.53238095,7.909,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_ReSci New Users Last 30 Day LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,30,Daily,62.25,2018-12-31,,,2018-11-09,6048898046142,6108286282742,6109787125542,2563,1.2618025751073,3234,inactive,19,3.27631579,0.58750773,19.24860853,24.28794382,,,,,00:00:00,,0.21645021645022,0.27311744049941,0.74131877,8.89285714,8.89285714,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Value Based Best Sellers LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,95,Daily,72.64,2018-12-31,1,0.60572687,2018-08-01,6048898046142,6100114953342,6109787125742,2886,1.2574497574498,3629,inactive,28,2.59428571,0.77156241,20.01653348,25.16978517,,,,,00:00:00,,0.30311380545605,0.31185031185031,0.9009009,6.60363636,8.07111111,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_ReSci High Customer Lifetime Value LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,35,Daily,132.44,2018-12-31,3,1.24584718,2017-12-20,6048898046142,6084303941542,6109787125942,7380,1.1654471544715,8601,inactive,63,2.10222222,0.73247297,15.39820951,17.94579946,,,,,00:00:00,,0.32554354144867,0.37940379403794,0.81300813,4.73,4.73,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_JCPenney_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,205,Daily,344.68,2019-01-02,2,0.38586515,2018-10-12,6048898046142,6106123266342,6109787126142,19636,1.3004176003259,25535,not_delivering,140,2.462,0.54826708,13.49833562,17.55347321,,,,,00:00:00,,0.27413354219698,0.33611733550621,0.67732736,4.924,5.22242424,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Michael Kors_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,675,Daily,157.19,2019-01-02,2,1.90851835,2018-11-09,6048898046142,6108286281942,6109787126342,5833,1.2890450882908,7519,not_delivering,40,3.92975,0.53198564,20.90570555,26.94839705,,,,,00:00:00,,0.25269317728421,0.3257328990228,0.66860963,8.27315789,8.27315789,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Value Based Purchase LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,15,Daily,0.03,2018-12-31,,,2018-11-09,6048898046142,6108284950542,6109787126542,1,1,1,inactive,0,0,0,30,30,,,,,00:00:00,,,0,0,,,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_New Customers UTM_WCA_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,35,Daily,32.69,2018-12-31,,,2018-11-09,6048898046142,6108284950942,6109787128342,1535,1.1361563517915,1744,inactive,11,2.97181818,0.63073394,18.74426606,21.29641694,,,,,00:00:00,,0.057339449541284,0.06514657980456,0.71661238,32.69,32.69,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_High Value Customers LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,445,Daily,891.43,2019-01-02,13,1.59182437,2017-12-21,6048898046142,6084356199942,6109787128542,34318,1.251471530975,42948,not_delivering,306,2.91316993,0.71248952,20.75603055,25.97558133,,,,,00:00:00,,0.37254354102636,0.42543271752433,0.77510344,5.5714375,6.10568493,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_The Honest Company_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",not_delivering,0,ABSOLUTE_OCPM,45,Daily,14.23,2018-12-31,,,2018-10-22,6048898046142,6106782017742,6109787926142,540,1.1574074074074,625,inactive,1,14.23,0.16,22.768,26.35185185,,,,,00:00:00,,,0,0.18518519,,,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Estee Lauder_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",not_delivering,0,ABSOLUTE_OCPM,35,Daily,8.46,2018-12-31,,,2018-11-09,6048898046142,6108284950942,6109787926342,408,1.1078431372549,452,inactive,3,2.82,0.66371681,18.71681416,20.73529412,,,,,00:00:00,,0.44247787610619,0.49019607843137,0.73529412,4.23,4.23,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_High Value Customers LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",not_delivering,0,ABSOLUTE_OCPM,15,Daily,0.01,2018-12-31,,,2018-11-09,6048898046142,6108284950542,6109787926542,1,1,1,inactive,0,0,0,10,10,,,,,00:00:00,,,0,0,,,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_New Customers UTM_WCA_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",inactive,0,ABSOLUTE_OCPM,220,Daily,200.17,2019-01-02,5,2.43792776,2018-11-09,6048898046142,6108284951542,6109787926742,6062,1.2321016166282,7469,not_delivering,35,5.71914286,0.46860356,26.80010711,33.0204553,,,,,00:00:00,,0.24099611728478,0.28043549983504,0.51138238,11.12055556,11.77470588,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Current Customers LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",inactive,0,ABSOLUTE_OCPM,205,Daily,233.25,2019-01-02,5,1.23451233,2018-10-12,6048898046142,6106123266342,6109787926942,10752,1.3525855654762,14543,not_delivering,86,2.7122093,0.59134979,16.03864402,21.69363839,,,,,00:00:00,,0.27504641408238,0.33482142857143,0.70684524,5.83125,6.47916667,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Michael Kors_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",not_delivering,0,ABSOLUTE_OCPM,35,Daily,66.21,2018-12-31,,,2017-12-20,6048898046142,6084303941542,6109787927142,3761,1.1082159000266,4168,inactive,39,1.69769231,0.93570058,15.8853167,17.60436054,,,,,00:00:00,,0.31190019193858,0.34565275192768,1.03695826,5.09307692,5.09307692,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_JCPenney_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",not_delivering,0,ABSOLUTE_OCPM,95,Daily,12.8,2018-12-31,,,2018-08-01,6048898046142,6100114953342,6109787927342,475,1.1452631578947,544,inactive,2,6.4,0.36764706,23.52941176,26.94736842,,,,,00:00:00,,0.18382352941176,0.21052631578947,0.42105263,12.8,12.8,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_ReSci High Customer Lifetime Value LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",not_delivering,0,ABSOLUTE_OCPM,30,Daily,14.98,2018-12-31,,,2018-11-09,6048898046142,6108286282742,6109787927542,646,1.2569659442724,812,inactive,7,2.14,0.86206897,18.44827586,23.18885449,,,,,00:00:00,,0.36945812807882,0.46439628482972,1.08359133,4.99333333,4.99333333,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Value Based Best Sellers LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",inactive,0,ABSOLUTE_OCPM,675,Daily,164.89,2019-01-02,3,2.38340712,2018-11-09,6048898046142,6108286281942,6109787927742,5041,1.3005356080143,6556,not_delivering,37,4.45648649,0.56436852,25.15100671,32.70977981,,,,,00:00:00,,0.30506406345333,0.39674667724658,0.69430669,8.2445,8.2445,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Value Based Purchase LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",inactive,0,ABSOLUTE_OCPM,445,Daily,432.74,2019-01-02,8,1.83713084,2017-12-21,6048898046142,6084356199942,6109787927942,15362,1.1672308293191,17931,not_delivering,108,4.00685185,0.60230885,24.13362333,28.16950918,,,,,00:00:00,,0.28442362389158,0.31896888425986,0.65095691,8.48509804,8.83142857,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_The Honest Company_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",inactive,0,ABSOLUTE_OCPM,40,Daily,88.8,Ongoing,,,2018-08-01,6048898046142,6100114953742,6109787928142,2459,1.4278161854412,3511,not_delivering,35,2.53714286,0.99686699,25.29193962,36.11224075,,,,,00:00:00,,0.31330105383082,0.40666937779585,1.30134201,8.07272727,8.88,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_ReSci New Users Last 30 Day LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.4_Prospecting_Prospecting_7 Days of Deals Static_Static",not_delivering,0,ABSOLUTE_OCPM,25,Daily,101.39,2018-12-09,,,2018-12-04,6048898046142,6109957421142,6109957426742,6088,1.1399474375821,6940,inactive,54,1.87759259,0.77809798,14.60951009,16.65407359,,,,,00:00:00,,0.64841498559078,0.7227332457293,0.83771353,2.25311111,2.30431818,DR_Prospecting_2018,"X_7 Days of Deals_Prospecting_Shopping Cart Abandoners 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.4_Prospecting_Prospecting_7 Days of Deals Static_Static",not_delivering,0,ABSOLUTE_OCPM,40,Daily,107.4,2018-12-09,,,2018-12-04,6048898046142,6109957698142,6109957697542,5712,1.2216386554622,6978,inactive,93,1.15483871,1.3327601,15.39122958,18.80252101,,,,,00:00:00,,1.2181140728002,1.4355742296919,1.54061625,1.26352941,1.3097561,DR_Prospecting_2018,"X_7 Days of Deals_Prospecting_Site Visitors 30 Day 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.4_Prospecting_Prospecting_7 Days of Deals Static_Static",not_delivering,0,ABSOLUTE_OCPM,50,Daily,118.88,2018-12-09,,,2018-12-04,6048898046142,6109957697742,6109957697942,4622,1.2700129813933,5870,inactive,123,0.96650407,2.09540034,20.25212947,25.72046733,,,,,00:00:00,,1.9591141396934,2.4231934227607,2.46646473,1.03373913,1.06142857,DR_Prospecting_2018,"X_7 Days of Deals_Prospecting_Offer Page Visitors 1%_LAL_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,80,Daily,55.52,2019-01-02,1,1.24279539,2017-12-21,6048898046142,6084355843142,6110579621542,2732,1.0501464128843,2869,inactive,17,3.26588235,0.59254096,19.35169048,20.32210835,,,,,00:00:00,,0.41826420355525,0.43923865300146,0.58565154,4.62666667,4.62666667,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Benefit Cosmetics_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",inactive,0,ABSOLUTE_OCPM,80,Daily,31.97,2019-01-02,,,2017-12-21,6048898046142,6084355843142,6110579621742,1397,1.0365068002863,1448,inactive,8,3.99625,0.55248619,22.07872928,22.88475304,,,,,00:00:00,,0.41436464088398,0.42949176807445,0.57265569,5.32833333,5.32833333,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Benefit Cosmetics_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,150,Daily,121.47,2019-01-02,,,2018-08-08,6048898046142,6101138861342,6110579621942,7987,1.1851759108551,9466,not_delivering,44,2.76068182,0.46482147,12.83224171,15.20846375,,,,,00:00:00,,0.28523135432073,0.3004882934769,0.53837486,4.49888889,5.06125,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Urban Decay_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Merry Offer  Static_Static",inactive,0,ABSOLUTE_OCPM,150,Daily,79.31,2019-01-02,2,4.43828017,2018-08-08,6048898046142,6101138861342,6110579622142,5037,1.2666269604924,6380,not_delivering,23,3.44826087,0.36050157,12.43103448,15.74548342,,,,,00:00:00,,0.20376175548589,0.21838395870558,0.39706174,6.10076923,7.21,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Urban Decay_INT_oCPM"
2015-06-15,2021-03-08,"12.3_Prospecting_Prospecting_Holiday New Customer Exclusive Nice List Static_Static",inactive,0,ABSOLUTE_OCPM,70,Daily,29.39,2019-01-02,1,2.79006465,2017-12-21,6048898046142,6084356286742,6110579622742,1955,1.0731457800512,2098,inactive,10,2.939,0.47664442,14.0085796,15.03324808,,,,,00:00:00,,0.28598665395615,0.30690537084399,0.51150895,4.89833333,4.89833333,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Clinique_INT_oCPM"
2015-06-15,2021-03-08,"10.9_Prospecting_Prospecting_October Double Samples Static_Static",not_delivering,0,ABSOLUTE_OCPM,45,Daily,134.94,2018-10-11,2,0.40758856,2018-10-09,6048898046142,6105398633942,6105398633742,6454,1.148590021692,7413,not_delivering,66,2.04454545,0.8903278,18.20315662,20.90796405,,,,,00:00:00,,0.66100094428706,0.74372482181593,0.9916331,2.75387755,2.81125,DR_Prospecting_2018,"X_October Double Samples_Prospecting_High Value Purchasers LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"10.9_Prospecting_Prospecting_October Double Samples Static_Static",not_delivering,0,ABSOLUTE_OCPM,45,Daily,144.9,2018-10-11,4,2.80193237,2018-10-09,6048898046142,6105398634342,6105398634142,9137,1.1257524351538,10286,not_delivering,78,1.85769231,0.75831227,14.08710869,15.85859691,,,,,00:00:00,,0.58331713007972,0.63478165699902,0.79894933,2.415,2.49827586,DR_Prospecting_2018,"X_October Double Samples_Prospecting_Current Customer LAL 1%_LAL_oCPM"
2015-06-15,2021-03-08,"9.18_Prospecting_Prospecting_Water Gel New Customer Exclusive Static_Static",not_delivering,0,ABSOLUTE_OCPM,20,Daily,127.12,2018-10-31,3,2.50157332,2018-10-12,6048898046142,6106123265942,6106123265742,6094,1.2963570725304,7900,inactive,58,2.19172414,0.73417722,16.09113924,20.85986216,,,,,00:00:00,,0.20253164556962,0.26255333114539,0.91893666,7.945,7.945,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Kate Spade_INT_oCPM"
2015-06-15,2021-03-08,"8.2_Prospecting_Prospecting_Texture Save 20% Exclusive Prospecting Static_Static",not_delivering,0,ABSOLUTE_OCPM,20,Daily,133.28,Ongoing,2,0.76530612,2018-10-12,6048898046142,6106123266142,6106123266742,8232,1.1503887269193,9470,inactive,92,1.44869565,0.97148891,14.07391763,16.19047619,,,,,00:00:00,,0.39070749736008,0.37657920310982,0.94752187,3.60216216,4.29935484,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_NARS_INT_oCPM"
2015-06-15,2021-03-08,"9.18_Prospecting_Prospecting_Water Gel New Customer Exclusive Static_Static",not_delivering,0,ABSOLUTE_OCPM,20,Daily,93.85,Ongoing,4,1.98188599,2018-10-12,6048898046142,6106123266142,6106123266942,9104,1.132579086116,10311,inactive,52,1.80480769,0.50431578,9.10192998,10.30865554,,,,,00:00:00,,0.18426922703908,0.20869947275923,0.56019332,4.93947368,4.93947368,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_NARS_INT_oCPM"
2015-06-15,2021-03-08,"9.18_Prospecting_Prospecting_Water Gel New Customer Exclusive Static_Static",inactive,0,ABSOLUTE_OCPM,20,Daily,154.32,2018-12-31,1,0.14256091,2018-10-12,6048898046142,6106123266542,6106123267142,7286,1.3045566840516,9505,inactive,56,2.75571429,0.5891636,16.23566544,21.18034587,,,,,00:00:00,,0.22093634928985,0.27449903925336,0.72742245,7.34857143,7.716,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_IT Cosmetics_INT_oCPM"
2015-06-15,2021-03-08,"9.18_Prospecting_Prospecting_RASCS New Customer Exclusive Static_Static",inactive,0,ABSOLUTE_OCPM,20,Daily,81.68,2018-10-31,,,2018-10-12,6048898046142,6106123265942,6106123267342,4578,1.1441677588467,5238,inactive,24,3.40333333,0.45819015,15.59373807,17.84185234,,,,,00:00:00,,0.2290950744559,0.26212319790301,0.5024028,6.80666667,6.80666667,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Kate Spade_INT_oCPM"
2015-06-15,2021-03-08,"9.18_Prospecting_Prospecting_RASCS New Customer Exclusive Static_Static",not_delivering,0,ABSOLUTE_OCPM,205,Daily,233.82,2019-01-02,1,0.290822,2018-10-12,6048898046142,6106123266342,6106123267542,24768,1.1363049095607,28144,not_delivering,122,1.91655738,0.43348493,8.30798749,9.44040698,,,,,00:00:00,,0.27003979533826,0.29473514211886,0.48045866,3.07657895,3.2030137,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Michael Kors_INT_oCPM"
2015-06-15,2021-03-08,"9.18_Prospecting_Prospecting_RASCS New Customer Exclusive Static_Static",inactive,0,ABSOLUTE_OCPM,20,Daily,239.85,2018-12-31,1,0.1667709,2018-10-12,6048898046142,6106123266542,6106123267742,12225,1.3506748466258,16512,inactive,80,2.998125,0.48449612,14.52579942,19.6196319,,,,,00:00:00,,0.23013565891473,0.31083844580777,0.64621677,6.31184211,6.31184211,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_IT Cosmetics_INT_oCPM"
2015-06-15,2021-03-08,"9.18_Prospecting_Prospecting_Water Gel New Customer Exclusive Static_Static",not_delivering,0,ABSOLUTE_OCPM,205,Daily,377.97,2019-01-02,4,0.89954229,2018-10-12,6048898046142,6106123266342,6106123267942,18803,1.5339041642291,28842,not_delivering,215,1.758,0.74544068,13.1048471,20.10157954,,,,,00:00:00,,0.26003744539214,0.3829176195288,1.09025156,5.0396,5.24958333,DR_Prospecting_2018,"X_Prospecting New Customer Exclusive_Prospecting_Michael Kors_INT_oCPM"
